original_publish_date,chinese_title,cover_url,publish_date,source_url,title,category,chinese_summary,summary
Sep 2013,TR第63号（TR 63）临床试验用药品临时配制的质量要求,https://pda.org/images/default-source/product-images/2066-tr-63-clinical-trial-materials.jpeg,2013-09-01,https://www.pda.org/bookstore/product-detail/2066-tr-63-clinical-trial-materials,TR No. 63 (TR 63) Quality Requirements for the Extemporaneous Preparation of Clinical Trial Materials,Technical Reports,近期由PDA临床试验材料临时配制质量要求技术报告小组开展的一项基准测试表明，临时配制（EP）技术被广泛用于制备多种剂型的多种制剂，以供……,A recent benchmarking exercise conducted by the PDA Quality Requirements for the Extemporaneous Preparation of Clinical Trial Materials Technical Report Team indicates that extemporaneous preparation (EP) techniques are widely used to prepare a variety of formulations for a variety of dosage forms for …
Jul 2013,TR第3号，2013年修订版（TR 3）用于除热原和灭菌的干热工艺验证,https://pda.org/images/default-source/product-images/2019-tr-3-revised-2013-validation-of-dry-heat-processes.jpeg,2013-07-01,https://www.pda.org/bookstore/product-detail/2019-tr-3-revised-2013-validation-of-dry-heat-processes,"TR No.  3, Revised 2013 (TR 3) Validation of Dry Heat Processes Used for Depyrogenation and Sterilization",Technical Reports,PDA已修订了最初于1981年发布的第3号技术报告。此次修订提供了一种现代化、科学化的干热去热原和灭菌工艺方法，并包含了供行业和监管机构参考的建议。报告中引用了适当且最新的科学出版物，以及国际……,"PDA has revised Technical Report No. 3, originally issued in 1981. The revision offers a modern, scientific approach to dry-heat depyrogenation and sterilization processes and includes recommendations for use by industry and regulators. References to appropriate and current scientific publications, international …"
Jun 2013,TR第62号（TR 62）手动无菌工艺推荐规范,https://pda.org/images/default-source/product-images/2007-tr-62-manual-aseptic-processes.jpeg,2013-06-01,https://www.pda.org/bookstore/product-detail/2007-tr-62-manual-aseptic-processes,TR No. 62 (TR 62) Recommended Practices for Manual Aseptic Processes,Technical Reports,本技术报告的目的是概述用于控制和评估采用全部或部分手动操作的药品/药物产品无菌生产工艺的方法和途径。本技术报告对医院及配方药房具有参考价值，这些药房通常采用手动……,The purpose of this technical report is to outline methods and approaches for control and evaluation of aseptic processing operations for drug products/medicinal products which use all or partially manual procedures. This technical report has value for hospital and formulation pharmacies where manual …
Jun 2013,TR编号54-2（TR 54-2）：制药与生物技术生产操作的质量风险管理实施指南——附件1：包装与贴标环节质量风险管理案例分析,https://pda.org/images/default-source/product-images/1983-tr-54-2-annex-1-case-study-examples.jpeg,2013-06-01,https://www.pda.org/bookstore/product-detail/1983-tr-54-2-annex-1-case-study-examples,TR No. 54-2(TR 54-2) Implementation of Quality Risk Management for Pharmaceutical & Biotechnology Manufacturing Operation:Annex 1: Case Study Examples for Quality Risk Management in Packaging & Labeling,Technical Reports,技术报告第54号的首个附件：制药与生物技术生产操作的质量风险管理实施，提供了具体案例研究，说明如何将质量风险管理（QRM）应用于药品生产，特别是包装和标签环节……,"The first Annex to Technical Report No. 54: Implementation of Quality Risk Management for Pharmaceutical and Biotechnology Manufacturing Operations provides specific case studies on how to apply quality risk management (QRM) to pharmaceutical manufacturing, specifically packaging and labeling …"
Mar 2013,TR第61号（TR 61）原位蒸汽,https://pda.org/images/default-source/product-images/1954-tr-61-steam-in-place.jpeg,2013-03-01,https://www.pda.org/bookstore/product-detail/1954-tr-61-steam-in-place,TR No. 61 (TR 61) Steam In Place,Technical Reports,本技术报告补充了PDA技术报告第1号（2007年修订版）：湿热灭菌工艺的验证——包括循环设计、开发、确认及持续控制，重点在于就地蒸汽灭菌（SIP）工艺。负责本技术工作的特别工作组的主要目标是……,"This technical report complements PDA Technical Report No. 1 (Revised 2007): Validation of Moist Heat Sterilization Processes: Cycle Design, Development, Qualification and Ongoing Control with a focus on steam-in-place (SIP) processes. The primary objective of the task force responsible for this technical …"
Mar 2013,PDA调查：玻璃质量：2011年和2012年结果及对比,https://pda.org/images/default-source/product-images/1952-pda-survey-glass-quality.jpeg,2013-03-01,https://www.pda.org/bookstore/product-detail/1952-pda-survey-glass-quality,PDA Survey: Glass Quality: 2011 and 2012 Results and Comparison,Surveys,适当的标准、玻璃供应商的可靠性，以及制药厂商的储存和分销最佳实践，都是在无菌注射剂和生物制药产品的整个生命周期中，保持容器完整性及产品无菌性保障的必要因素……,"Appropriate standards, glass supplier reliability, and pharmaceutical manufacturer handling and distribution best practices are all necessary elements of maintaining container integrity and product sterility assurance throughout the product lifecycle of sterile injectable pharmaceutical and biopharmaceutical …"
Feb 2013,TR第60号（TR 60）工艺验证：一种生命周期方法,https://pda.org/images/default-source/product-images/1931-tr-60-process-validation.jpeg,2013-02-01,https://www.pda.org/bookstore/product-detail/1931-tr-60-process-validation,TR No. 60 (TR 60) Process Validation: A Lifecycle Approach,Technical Reports,**8月书店促销！全场8折！价格已包含常规价格的折扣。** PDA的技术报告《过程验证：生命周期方法》提供了及时且贴近实际的指导，帮助应用生命周期方法进行过程验证。这种生命周期方法一直是……,**August Bookstore Sale! 25%  off!Price shown reflects discount from regular  price.** PDA's technical report Process Validation: A Lifecycle Approach presents timely and real world guidance for the application of a lifecycle approach to process validation. The lifecycle approach has been the focus of …
Dec 2012,第29号技术报告，2012年修订版（TR 29）——清洁验证需考虑的要点,https://pda.org/images/default-source/product-images/1901-tr-29-revised-2012-cleaning-validation.jpeg,2012-12-01,https://www.pda.org/bookstore/product-detail/1901-tr-29-revised-2012-cleaning-validation,"TR No. 29, Revised 2012 (TR 29) Points to Consider for Cleaning Validation",Technical Reports,自PDA发布原版技术报告第29号以来，已过去14年，而清洁验证仍在降低药品生产设备导致产品污染的可能性方面发挥着重要作用。清洁验证表明，清洁过程能够充分地……,"It has been 14 years since PDA published the original Technical Report No. 29, and cleaning validation continues to play an important role in reducing the possibility of product contamination from pharmaceutical manufacturing equipment. Cleaning validation demonstrates that the cleaning process adequately …"
Dec 2012,PDA调查：药品质量的商业案例,https://pda.org/images/default-source/product-images/1887-pda-survey-business-case-for-pharma-quality.jpeg,2012-12-01,https://www.pda.org/bookstore/product-detail/1887-pda-survey-business-case-for-pharma-quality,PDA Survey: Business Case for Pharmaceutical Quality,Surveys,本次2011年PDA基准调查通过分析质量不佳的成本，以及良好质量体系在制药行业中的重要作用，探讨了药品质量的商业案例。此次调查面向PDA、ISPE及其他多个行业协会的会员开放。包括……,"This 2011 PDA benchmarking survey explores the business case for pharmaceutical quality by examining the cost of poor quality and the essential role of good quality systems in the pharmaceutical industry. The survey was open to the membership of PDA, ISPE and several other industry associations. Included …"
Nov 2012,TR第59号（TR 59）生产监控中统计方法的运用,https://pda.org/images/default-source/product-images/1842-tr-59-utilization-of-statistical-methods.jpeg,2012-11-01,https://www.pda.org/bookstore/product-detail/1842-tr-59-utilization-of-statistical-methods,TR No. 59 (TR 59) Utilization of Statistical Methods for Production Monitoring,Technical Reports,技术报告第59号《生产监控中统计方法的运用》的目的是介绍适用于我们行业的相关且易于使用的统计过程控制方法。该技术报告是PDA“制造领域的范式转变”系列最新推出的一份成果……,"The purpose of Technical Report No. 59, Utilization of Statistical Methods for Production Monitoring is to present relevant and easy to use Statistical Process Control Methods that are applicable to our industry.  The Technical Report is the latest produced as part of PDA's Paradigm Change in Manufacturing …"
Sep 2012,TR第58号（TR 58）——温控配送的风险管理,https://pda.org/images/default-source/product-images/1772-tr-58-risk-management-for-temperature.jpeg,2012-09-01,https://www.pda.org/bookstore/product-detail/1772-tr-58-risk-management-for-temperature,TR No. 58 (TR 58) Risk Management for Temperature-Controlled Distribution,Technical Reports,温度控制配送风险管理特别工作组已编制了一份全面的技术报告，将帮助生产商和经销商在配送实践中应用风险管理。PDA技术报告第58号：温度控制配送风险管理旨在……,The Risk Management for Temperature-Controlled Distribution Task Force has produced a comprehensive Technical Report that will help manufacturers and distributors apply risk management to distribution practices. PDA Technical Report No. 58: Risk Management for Temperature-Controlled Distribution is meant …
Sep 2012,TR分销系列,https://pda.org/images/default-source/product-images/1765-pda-technical-report-distribution-series.jpeg,2012-09-01,https://www.pda.org/bookstore/product-detail/1765-pda-technical-report-distribution-series,TR Distribution Series,Technical Reports,PDA技术报告发行系列——供应链技术报告汇编 PDA已将五份与供应链分销最相关的技术报告整理成册，涵盖从检测到最后一公里的各个环节，方便易用。现在，您可以轻松拥有这五份报告……,"PDA Technical Report Distribution Series — A Compilation of Technical Reports on Supply Chain  PDA has organized the five most relevant technical reports about the supply chain distribution, covering testing to the last mile, in a convenient series. Now you can own all five of them in one easy-to-use …"
Jul 2012,TR第57号（TR 57）生物技术产品分析方法验证与转移,https://pda.org/images/default-source/product-images/1734-tr-57-analytical-method-validation.jpeg,2012-07-01,https://www.pda.org/bookstore/product-detail/1734-tr-57-analytical-method-validation,TR No. 57 (TR 57) Analytical Method Validation and Transfer for Biotechnology Products,Technical Reports,与生产过程类似，分析方法也可以被视为一种工艺。因此，分析方法的验证策略在概念上可遵循工艺验证的方法。据此，分析方法验证（AMV）可定义为数据的收集和评估……,"Similar to the manufacturing process, an analytical method can also be considered a process. The validation strategy for analytical methods could therefore conceptually follow those of Process Validation. As such, Analytical Method Validation (AMV) can be defined as the collection and evaluation of data …"
Mar 2012,"TR第55号（TR 55）——制药和消费医疗保健行业中2,4,6-三溴苯甲醚及2,4,6-三氯苯甲醚异味与臭味的检测与控制",https://pda.org/images/default-source/product-images/1549-tr-55-detection-mitigation-of-246-tribromoanis.gif.gif?sfvrsn=3dec0f79_717,2012-03-01,https://www.pda.org/bookstore/product-detail/1549-tr-55-detection-mitigation-of-246-tribromoanis,"TR No. 55 (TR 55) Detection and Mitigation of 2,4,6-Tribromoanisole and 2,4,6-Trichloroanisole Taints and Odors in the Pharmaceutical and Consumer Healthcare Industries",Technical Reports,本PDA技术报告提供了关于如何检测和缓解TBA及TCA气味与异味的指导。这些气味与异味在食品和饮料行业中广为人知，相关文献汇集了来自这些行业的知识，包括这些气味与异味的来源、所开发的分析方法以及风险管理措施……,"This PDA technical report provides guidance on how to detect and mitigate TBA and TCA odors and taints. Well recognized in the food and beverage industries, the literature features knowledge from these industries regarding the origin of these odors and taints, analytical methods developed, and risk management …"
Mar 2012,TR第54号（TR 54）——药品和生物技术生产操作的质量风险管理实施,https://pda.org/images/default-source/product-images/1410-tr-54-implementation-of-quality-risk-management.gif.gif?sfvrsn=5527bf40_717,2012-03-01,https://www.pda.org/bookstore/product-detail/1410-tr-54-implementation-of-quality-risk-management,TR No. 54 (TR 54) Implementation of Quality Risk Management for Pharmaceutical and Biotechnology Manufacturing Operations,Technical Reports,PCMOSM PDA 技术报告第 54 号：制药与生物技术生产操作的质量风险管理实施，为产品生命周期内质量风险管理（QRM）原则的应用与实施提供了详细指导。旨在实现……,PCMOSM PDA Technical Report No. 54: Implementation of Quality Risk Management for Pharmaceutical and Biotechnology Manufacturing Operations provides detailed guidance for the application and implementation of quality risk management (QRM) principles throughout the product lifecycle. Intended to align …
Apr 2008,TR第44号，（TR 44）：无菌工艺的质量风险管理,https://pda.org/images/default-source/product-images/1217-tr-44-quality-risk-management-for-aseptic.gif.gif?sfvrsn=967b6055_717,2008-04-01,https://www.pda.org/bookstore/product-detail/1217-tr-44-quality-risk-management-for-aseptic,"TR No. 44, (TR 44): Quality Risk Management for Aseptic Processes",Technical Reports,本技术报告由PDA质量风险管理工作组的成员编写。用于评估风险的方法应适合所评估的组织和流程。本技术报告的目的是概述一种质量风险管理……,This Technical Report was prepared by members       of the PDA Quality Risk Management Task Force. The methods used to assess risk should be appropriate for the organization   and the process being assessed. The purpose of this technical report is to   provide an overview of a quality risk management …
Aug 2007,TR第1号，2007年修订版，（TR 1）湿热灭菌工艺验证——循环设计、开发、确认及持续控制,https://pda.org/images/default-source/product-images/1216-tr-1-validation-of-moist-heat-sterilization.gif.gif?sfvrsn=8d481a8c_717,2007-08-01,https://www.pda.org/bookstore/product-detail/1216-tr-1-validation-of-moist-heat-sterilization,"TR No.  1, Revised 2007, (TR 1) Validation of Moist Heat Sterilization Processes Cycle Design, Development, Qualification and Ongoing Control",Technical Reports,PDA最初的第1号技术专著《蒸汽灭菌工艺的验证》，于1978年出版，向整整一代制药科学家和工程师介绍了蒸汽灭菌的原理。此次修订仍重点关注湿法灭菌的微生物学与工程学……,"PDA's original Technical Monograph No. 1, Validation of Steam Sterilization    Cycles, published in 1978, introduced the principles of steam sterilization    to an entire generation of pharmaceutical scientists and engineers. The revision    retains a focus on the microbiology and engineering of moist …"
Jun 2008,TR第45号（TR 45）：采用纤维素基深度滤器过滤液体,https://pda.org/images/default-source/product-images/1215-tr-45-filtration-of-liquids.gif.gif?sfvrsn=4672330_717,2008-06-01,https://www.pda.org/bookstore/product-detail/1215-tr-45-filtration-of-liquids,TR No. 45 (TR 45): Filtration of Liquids Using Cellulose-Based Depth Filters,Technical Reports,本技术报告由PDA使用纤维素基深度滤器过滤液体任务组的成员编写。本技术报告旨在为制药和生物制药行业中纤维素基深度滤器的选择、验证和使用提供指导……,"This Technical Report was prepared by members       of the PDA Filtration of Liquids Using Cellulose-Based Depth Filters Task       Force. This technical report was written to provide guidelines for the selection,   validation and use of cellulose-based depth filters in pharmaceutical and biopharmaceutical …"
Jul 2010,TR第49号（TR 49）：生物技术清洁验证需考虑的要点,https://pda.org/images/default-source/product-images/1213-tr-49-points-to-consider-for-biotech-cleaning.jpeg,2010-07-01,https://www.pda.org/bookstore/product-detail/1213-tr-49-points-to-consider-for-biotech-cleaning,TR No. 49 (TR 49): Points to Consider for Biotechnology Cleaning Validation,Technical Reports,由来自生物技术制造商、清洁化学品供应商、监管机构和咨询公司的欧洲与北美专家组成编写工作组撰写，《PDA 技术报告第 49 号：生物技术清洁验证注意事项》明确了清洁验证的……,"Written by an authoring task force comprised of European and North American experts from biotechnology manufacturers, cleaning chemical suppliers, regulatory agencies and consulting companies, PDA Technical Report No. 49, Points to Consider for Biotechnology Cleaning Validation aligns cleaning validation …"
May 2010,TR第48号（TR 48）：湿热灭菌器系统：设计、调试、操作、确认与维护,https://pda.org/images/default-source/product-images/1211-tr-48-moist-heat-sterilizer-systems.jpeg,2010-05-01,https://www.pda.org/bookstore/product-detail/1211-tr-48-moist-heat-sterilizer-systems,"TR No. 48 (TR 48): Moist Heat Sterilizer Systems: Design, Commissioning, Operation, Qualification and Maintenance",Technical Reports,PDA的湿热灭菌系统工作组已制定了一份科学 技术报告 ，将帮助您设计和操作湿热灭菌器。报告就以下领域提供了建议：设定用户需求与规范、设计确认（DQ）、设备与控制系统……,PDA`s Moist Heat Sterilization Systems Task Force has  developed a scientific technical report that will help you design and operate  moist heat sterilizers. Advise is offered on the following areas: Setting User Requirements and Specifications  Design Qualification (DQ)  Equipment and Control System …
Nov 2010,TR第51号（TR 51）用于气体和气相去污工艺的生物指示剂：规格、制造、控制与使用,https://pda.org/images/default-source/product-images/1210-tr-51-biological-indicators-for-gas-vapor-phase.gif.gif?sfvrsn=c968e7f0_717,2010-11-01,https://www.pda.org/bookstore/product-detail/1210-tr-51-biological-indicators-for-gas-vapor-phase,"TR No. 51 (TR 51) Biological Indicators for Gas and Vapor-Phase Decontamination Processes: Specification, Manufacture, Control and Use",Technical Reports,PDA技术报告第51号全面回顾了一个当前指导文件中尚未充分涉及的领域：推荐用于与杀孢子气体和气相除污循环配合使用的生物指示剂（BIs）的规格，以及关于其生产、质量控制等方面的指导……,"PDA Technical Report No. 51 provides a comprehensive review of an area not adequately addressed in current guidance documents: recommended specifications for BIs to be used with sporicidal gas and vapor-phase decontamination cycles together with guidance regarding their manufacture, quality control, …"
Sep 2010,TR第50号（TR 50）支原体检测的替代方法,https://pda.org/images/default-source/product-images/1209-tr-50-alternative-methods-for-mycoplasma-testing.gif.gif?sfvrsn=4b0fa3_717,2010-09-01,https://www.pda.org/bookstore/product-detail/1209-tr-50-alternative-methods-for-mycoplasma-testing,TR No. 50 (TR 50) Alternative Methods for Mycoplasma Testing,Technical Reports,使用替代方法检测支原体需要经过验证，并证明其与参考标准的可比性。PDA专家工作组已制定PDA技术报告第50号——支原体检测的替代方法，以帮助您的分析实验室……,"Using alternative methodology for the detection of mycoplasma requires validation and demonstration of comparability to reference standards. A PDA Task Force of experts has developed PDA Technical Report No. 50, Alternative Methods for Mycoplasma Testing to help your analytical lab feel confident in …"
Feb 2010,TR第47号（TR 47）：用于病毒清除研究的病毒刺突蛋白的制备,https://pda.org/images/default-source/product-images/1207-tr-47-preparation-of-virus-spikes.jpeg,2010-02-01,https://www.pda.org/bookstore/product-detail/1207-tr-47-preparation-of-virus-spikes,TR No. 47 (TR 47): Preparation of Virus Spikes Used for Virus Clearance Studies,Technical Reports,本技术报告由PDA病毒刺突制备工作组的志愿成员编写。第47号技术报告《用于病毒清除研究的病毒刺突制备》体现了国际工作组为确定可用于病毒……的质量属性所作出的努力。,"This Technical Report was prepared by volunteer members of the PDA Virus Spike Preparation Task Force. Technical Report No. 47, Preparation of Virus Spikes Used for Virus Clearance Studies represents the efforts of an international task force to define the quality attributes that may be applied to virus …"
Aug 2011,TR第53号（TR 53）行业指南：支持新药品上市销售的稳定性试验,https://pda.org/images/default-source/product-images/1201-tr-53-guidance-for-industry-stability-testing.gif.gif?sfvrsn=7e35af51_717,2011-08-01,https://www.pda.org/bookstore/product-detail/1201-tr-53-guidance-for-industry-stability-testing,TR No. 53 (TR 53) Guidance for Industry: Stability Testing to Support Distribution of New Drug Products,Technical Reports,PDA技术报告第53号：《制药行业指南：支持新药品上市销售的稳定性测试》旨在通过科学数据和必要依据，说明并论证确定药品适当稳定性预算所需的研究。这是……的第一项。,The objective of PDA Technical Report No. 53: Guidance for Industry: Stability Testing to Support Distribution of New Drug Products is to describe and justify the studies using scientific data and rationale necessary to determine an appropriate stability budget for a drug product. This is the first of …
Aug 2011,TR第52号（TR 52）药品供应链良好分销规范（GDPs）指南,https://pda.org/images/default-source/product-images/1200-tr-52-gdps-pharmaceutical-supply-chain.gif.gif?sfvrsn=8ee64f8c_717,2011-08-01,https://www.pda.org/bookstore/product-detail/1200-tr-52-gdps-pharmaceutical-supply-chain,TR No. 52 (TR 52) Guidance for Good Distribution Practices (GDPs) For the Pharmaceutical Supply Chain,Technical Reports,本技术报告描述了药品分销的总体质量体系，旨在帮助制造商确保产品在分销渠道中（包括搬运、储存、运输等环节）的质量、完整性和有效性不受损害。,"This technical report describes the overall quality system for distribution of pharmaceutical products and is meant to assist manufacturers in assuring that quality, integrity, and efficacy of the product are not compromised in the distribution channels, including handling, storage, transportation and …"
Jul 1990,第20号文件，（TR 20）关于当前行业GMP着装规范的调查报告,https://pda.org/images/default-source/product-images/1195-tr-20-survey-of-current-industry-gowning.jpeg,1990-07-01,https://www.pda.org/bookstore/product-detail/1195-tr-20-survey-of-current-industry-gowning,"TR No. 20, (TR 20) Report on Survey of Current Industry Gowning Practices",Technical Reports,注意：本技术报告已被PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。Gowning任务组对PDA的若干成员公司进行了调查，以确定各公司内部的着装规范……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.A survey of selected member companies of the PDA was taken by the Gowning Task Force to determine gowning practices within …
May 2002,第36号技术报告（TR 36），无菌工艺验证的现行实践——2001年,https://pda.org/images/default-source/product-images/1194-tr-36-current-practices-in-validation-of-aseptic.jpeg,2002-05-01,https://www.pda.org/bookstore/product-detail/1194-tr-36-current-practices-in-validation-of-aseptic,"TR No. 36, (TR 36) Current Practices in the Validation of Aseptic Processing - 2001",Technical Reports,注意：本技术报告已被PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。无菌工艺的验证仍然是制药行业关注的主要领域。五年……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.The validation of aseptic processing continues to be a major area of interest within the pharmaceutical industry.  Five years …
Nov 2001,TR第35号，（TR 35）制药行业微生物功能培训模型建议,https://pda.org/images/default-source/product-images/1193-tr-35-proposed-training-model-for-microbiological.jpeg,2001-11-01,https://www.pda.org/bookstore/product-detail/1193-tr-35-proposed-training-model-for-microbiological,"TR No. 35, (TR 35) A Proposed Training Model for the Microbiological Function in the Pharmaceutical Industry",Technical Reports,注意：本技术报告已被PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。如今，许多公司设有独立的部门，各自有不同的培训要求。与微生物学相关的员工……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.Many firms today have separate departments with different training requirements. Employees associated with the Microbiological …
Sep 2001,第34号技术报告（TR 34），用于医疗保健产品生产和检测的隔离器系统的设计与验证,https://pda.org/images/default-source/product-images/1192-tr-34-design-and-validation-of-isolator-systems.jpeg,2001-09-01,https://www.pda.org/bookstore/product-detail/1192-tr-34-design-and-validation-of-isolator-systems,"TR No. 34, (TR 34) Design and Validation of Isolator Systems for the Manufacturing and Testing of Health Care Products",Technical Reports,本技术报告由PDA隔离技术工作组成员编写。报告阐述了在医疗产品制造行业中，将隔离器技术应用于广泛生产、开发和检测领域所必需的用户要求。它涵盖了……,"This Technical Report was prepared by PDA Isolation Technology Task Force Members.The report addresses essential user requirements for the application of isolator technology to a broad range of manufacturing, development and testing applications in the health care product manufacturing industry. It covers …"
Jun 1999,TR第31号，（TR 31）计算机化实验室数据采集系统的验证与确认,https://pda.org/images/default-source/product-images/1189-tr-31-computerized-laboratory-data-acquisition.jpeg,1999-06-01,https://www.pda.org/bookstore/product-detail/1189-tr-31-computerized-laboratory-data-acquisition,"TR No. 31, (TR 31) Validation and Qualification of Computerized Laboratory Data Acquisition Systems",Technical Reports,注意：本技术报告已由PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。                                本技术报告由PhRMA CSVWG和PDA计算机相关系统……,Note: This Technical Report has been  retired by PDA and is no longer considered to represent current industry best  practices. It is available for historical/research purposes only.                                This Technical report was prepared by the PhRMA CSVWG and PDA Computer Related Systems …
May 2012,TR第30号 2012年修订版，（TR 30）经湿热灭菌的药品和医疗器械产品的参数化放行,https://pda.org/images/default-source/product-images/1188-tr-30-parametric-release-of-pharmaceuticals.jpeg,2012-05-01,https://www.pda.org/bookstore/product-detail/1188-tr-30-parametric-release-of-pharmaceuticals,"TR No. 30 Revised 2012, (TR 30) Parametric Release of Pharmaceuticals and Medical Device Products Terminally Sterilized by Moist Heat",Technical Reports,PDA技术报告第30号（2012年修订版）：采用湿热法最终灭菌的药品的参数化放行，提供了这种无菌产品放行方法的最新经验证的最佳实践，重点是在参数化放行开发过程中采用基于科学的方法……,PDA Technical Report No. 30 (Revised 2012):  Parametric Release of Pharmaceuticals Terminally Sterilized by Moist Heat provides current demonstrated best practices of this sterile product release method with an emphasis on use of science-based approaches during the development of a parametric release …
Sep 2006,第28号技术报告修订版，（TR 28）无菌原料药工艺模拟测试,https://pda.org/images/default-source/product-images/1186-tr-28-sterile-bulk-pharmaceutical-chemicals.gif.gif?sfvrsn=8b5b23cd_717,2006-09-01,https://www.pda.org/bookstore/product-detail/1186-tr-28-sterile-bulk-pharmaceutical-chemicals,"TR No. 28 Revised, (TR 28) Process Simulation Testing for Sterile Bulk Pharmaceutical Chemicals",Technical Reports,本技术报告由PDA/PhRMA联合无菌原料药工作组编制。    本文档提供了关于用于生产无菌原料药的无菌工艺验证活动的指导。    它借鉴了……,This Technical Report was prepared by the Joint PDA/PhRMA    Sterile Bulk Pharmaceutical Chemicals Task Force.    This document provides guidance relative to the validation of aseptic processing    activities utilized for the production of sterile bulk pharmaceutical chemicals.    It draws upon the concepts …
Jul 1998,TR第27号，（TR 27）药品包装完整性,https://pda.org/images/default-source/product-images/1185-tr-27-pharmaceutical-package-integrity.jpeg,1998-07-01,https://www.pda.org/bookstore/product-detail/1185-tr-27-pharmaceutical-package-integrity,"TR No. 27, (TR 27) Pharmaceutical Package Integrity",Technical Reports,本技术报告由PDA容器/密封完整性工作组编写。报告回顾了药品包装完整性相关问题，并提供了评估药品包装阻隔性能的指导建议。本报告取代了此前发布的PDA技术信息……,This Technical Report was prepared by PDA Task Force on Container/Closure Integrity. This report reviews issues of pharmaceutical product package integrity and provides guidance for evaluating the barrier qualities of a pharmaceutical package. It supersedes the previously issued PDA Technical Information …
Dec 2008,TR第26号，（TR 26）2008年修订版，液体的灭菌过滤,https://pda.org/images/default-source/product-images/1184-tr-26-sterilizing-filtration-of-liquids.jpeg,2008-12-01,https://www.pda.org/bookstore/product-detail/1184-tr-26-sterilizing-filtration-of-liquids,"TR No. 26, (TR 26) Revised 2008, Sterilizing Filtration of Liquids",Technical Reports,**8月书店促销！全场75折！标价已包含常规价格的折扣。** 本技术报告由PDA液体灭菌过滤工作组的成员编写。PDA于1998年发布的原技术报告第26号，介绍了灭菌过滤器的使用与验证方法……,"**August Bookstore Sale! 25% off! Price shown  reflects discount from regular  price.** This Technical Report was prepared by members       of the PDA Sterilizing Filtration of Liquids Task Force. PDA’s original Technical Report No. 26, published in 1998 described the use and validation of sterilizing …"
Nov 1997,TR第25号，（TR 25）混合均匀性分析：验证与过程检测,https://pda.org/images/default-source/product-images/1183-tr-25-blend-uniformity-analysis.jpeg,1997-11-01,https://www.pda.org/bookstore/product-detail/1183-tr-25-blend-uniformity-analysis,"TR No. 25, (TR 25) Blend Uniformity Analysis: Validation and In-Process Testing",Technical Reports,注意：本技术报告已由PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本报告旨在阐明影响验证方法的重要监管和技术问题，以及……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This report was written to clarify the significant regulatory and technological issues impacting validation approaches and …
Mar 1997,TR第24号，（TR 24）无菌工艺验证的现行实践 - 1996,https://pda.org/images/default-source/product-images/1182-tr-24-current-practices-in-validation-of-aseptic.jpeg,1997-03-01,https://www.pda.org/bookstore/product-detail/1182-tr-24-current-practices-in-validation-of-aseptic,"TR No. 24, (TR 24) Current Practices in the Validation of Aseptic Processing - 1996",Technical Reports,注意：本技术报告已由PDA淘汰，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本技术报告由James Agalloco博士和James Akers博士编写。本调查更新了PDA 1992年的无菌工艺……,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This Technical Report was prepared by Dr. James Agalloco and Dr. James Akers. This survey updates PDA 1992 aseptic processing …
Jan 1997,第23号技术报告，（TR 23）关于当前无菌过滤实践的行业调查,https://pda.org/images/default-source/product-images/1181-tr-23-survey-on-current-sterile-filtration.jpeg,1997-01-01,https://www.pda.org/bookstore/product-detail/1181-tr-23-survey-on-current-sterile-filtration,"TR No. 23, (TR 23) Industry Survey on Current Sterile Filtration Practices",Technical Reports,注意：本技术报告已被PDA废止，不再被视为代表当前行业最佳实践。它仅可用于历史或研究目的。本技术报告由PDA无菌过滤委员会编制。本文档包含了7月……的成果,Note: This Technical Report has been retired by PDA and is no longer considered to represent current industry best practices. It is available for historical/research purposes only.This Technical Report was prepared by the PDA Sterile Filtration Committee. This document contains the results of the July …
Dec 2011,第22号技术报告，（TR 22）2011年修订版——无菌灌装产品的工艺模拟,https://pda.org/images/default-source/product-images/1180-tr-22-process-simulation-for-aseptically-2011.gif.gif?sfvrsn=973d174e_717,2011-12-01,https://www.pda.org/bookstore/product-detail/1180-tr-22-process-simulation-for-aseptically-2011,"TR No. 22, (TR 22) Revised 2011 Process Simulation for Aseptically Filled Products",Technical Reports,技术报告第22号（2011年修订版），无菌灌装产品的工艺模拟，最初于1996年出版。负责更新该文件的工作组确保新版充分反映了全球范围内无菌加工技术所发生的持续性变化……,"Technical Report No. 22 (Revised 2011), Process Simulation for Aseptically Filled Products, originally published in 1996. The Task Force charged with updating the document ensured that the new version reflects the continuing changes that have occurred in aseptic processing technology within the global …"
